0.0000	12.6991	25.1703	36.1428	8.0749	21.3263	5.9333	55.7067	55.7715	39.5139	19.2990	13.7376	7.9426	47.1828	29.8146	32.9512	18.0592	11.4461	55.7307	55.6688	15.3980	13.4347	3.5616	55.7533	18.8004	53.0509	55.6670	50.3375	49.9692	38.6041	7.9021	54.9356	55.6491	43.6449	21.2626	2.4677	51.1128	5.9885	27.6951	32.4416	55.6468	28.9735	10.1631	55.6371	37.5267	28.0086	33.5767	3.2441	55.8019	55.7381	55.7582	55.7835	55.7738	47.8232	34.6121	55.7845	52.8031	32.1506	9.6437	38.3762	53.7027	18.2664	30.0929	38.0018	34.0417	55.7800	25.5531	23.2987	55.7522	55.8080	56.0628	15.0114	46.5084	10.1996	16.0112	55.8080	19.7019	9.7374	22.7515	26.8784	55.4977	8.2381	20.0812	26.4960	13.9763	55.7767	15.6261	6.0479	27.3875	40.0918	10.4168	54.4821	21.3466	16.5000	25.9839	23.7832	21.0924	11.2347	20.3703	2.4073	22.2653	12.0897	2.8881	21.7268	20.5245	12.0261	20.1481	55.8080	23.7580	11.1264	23.9823	19.6073	15.3639	5.8571	55.6988	55.8080	55.8080	20.6285	19.0988	22.3927	55.8080	20.6848	16.6128	20.2493	26.6113	17.7992	55.7775	41.8209	18.3675	28.6670	28.8170	17.1895	23.0501	20.8038	7.5182	10.0894	7.0464	31.4956	23.7243	30.8842	36.8849	18.5534	12.4844	17.5413	9.4460	30.1712	55.8080	33.6016	17.2512	55.7483	0.3728	6.4445	35.2741	55.7398	14.5440	44.2978	55.7067	13.5541	55.7620	24.6511	35.0608	4.6452	13.3239	8.8153	55.8080	15.4492	17.7622	55.5398	17.1228	14.5467	15.6726	55.6784	39.6073	13.3557	30.0481	13.6732	31.5351	23.3282	25.8381	17.3011	39.7994	7.8169	55.7737	7.3313	46.5736	55.5962	30.8561	13.0228	41.3176	43.1694	28.1528	22.4712	20.3691	19.2157	47.8629	21.4406	23.8060	1.4305
12.6991	0.0000	34.4495	23.6992	20.1932	8.6605	13.4856	43.1704	43.2091	26.8904	6.6345	6.1541	5.0172	34.6473	42.3389	28.8198	30.5214	22.4048	43.1841	43.1506	19.0986	16.5442	13.4708	43.1977	6.8021	40.7606	43.1497	37.7689	37.4584	26.1156	18.3310	42.4169	43.1414	31.0790	8.5976	14.4363	38.6150	18.3205	39.6113	19.7685	43.1404	20.1949	21.9943	43.1363	31.3230	16.0290	22.3205	12.8936	43.2290	43.1884	43.2008	43.2168	43.2106	35.2777	22.8060	43.2175	40.2400	19.4995	21.1661	25.8623	41.1415	5.6522	17.4307	25.4831	21.7972	43.2146	12.9065	10.6040	43.1970	43.2331	44.5143	7.5069	33.9330	14.1392	3.4914	43.2331	20.7654	3.6053	34.6576	14.2025	43.1289	19.6420	32.3277	14.7761	26.4366	43.2125	3.0030	15.6606	14.6984	27.4867	22.3361	41.9277	27.8344	14.1863	29.0818	11.2198	8.5733	2.4543	7.6722	10.6943	9.5665	2.1590	10.8952	9.0620	8.9696	1.2466	7.4496	43.2331	11.0759	1.7402	11.6390	6.9110	12.8337	18.0635	43.1660	43.2331	43.2331	7.9317	6.4310	9.6937	43.2331	7.9876	4.1335	7.5885	28.9272	20.3875	43.2130	29.5834	27.5613	16.0247	16.4995	4.8279	10.4630	8.3616	5.2060	8.6730	19.7302	37.5627	14.4111	19.4352	28.1033	6.8716	1.8399	4.9034	3.3807	27.3779	43.2331	26.3488	4.5654	43.1946	13.0345	17.1868	34.6454	43.1895	4.5593	35.0248	43.1704	1.4171	43.2031	16.7811	47.5746	13.0116	25.9442	4.6247	43.2331	18.8857	9.0747	43.1141	5.7696	3.8833	23.4135	43.1554	27.0285	19.6837	28.3014	3.3155	19.1238	10.8851	13.2729	4.6128	27.1765	18.3579	43.2105	8.7764	34.0405	43.1218	18.4810	13.3897	31.0756	32.9688	20.7285	10.7562	9.1324	7.0941	35.3024	30.3167	12.4136	11.4391
25.1703	34.4495	0.0000	52.9974	25.0710	41.3134	30.3537	71.6098	71.8709	57.1692	40.4264	30.9414	29.8100	63.6014	19.6641	32.9969	24.4783	28.7226	71.7096	71.4429	17.3609	19.3180	22.2700	71.7999	37.5695	67.6751	71.4349	66.7925	66.0348	55.4361	28.6345	70.7540	71.3512	60.5311	41.2539	22.7066	67.0189	24.4838	32.8053	51.2011	71.3403	38.8719	26.1517	71.2931	39.7843	44.4623	47.1214	22.8492	71.9850	71.7393	71.8193	71.9163	71.8795	64.2672	49.4082	71.9200	69.0700	50.7032	26.9399	55.3719	69.9038	39.7035	48.9586	55.0611	50.3246	71.9030	44.8102	43.3449	71.7956	72.0075	67.5195	31.0151	63.2610	20.6044	36.5147	72.0075	20.1013	33.0916	30.0621	46.2362	70.3654	26.9845	26.8388	42.6462	23.6677	71.8907	36.4673	29.0048	46.8702	57.5479	25.8989	70.5879	9.2350	25.3354	16.2526	42.8370	40.4510	34.2816	40.8769	27.4213	42.5706	35.0390	28.0436	41.6470	38.0178	34.4760	40.8173	72.0075	43.5592	33.5828	42.2308	40.4098	25.7236	19.9451	71.5757	72.0075	72.0075	41.2971	40.2268	42.6994	72.0075	41.3367	38.4781	41.3048	18.0091	18.0322	71.8936	57.1584	6.9503	47.5126	46.1284	37.0654	42.3289	39.9852	30.1030	26.2811	22.1231	11.2510	36.5772	45.4376	44.3630	36.9179	33.1484	38.0242	31.3331	29.0930	72.0075	39.1238	38.4657	71.7801	24.8356	27.8191	27.5992	71.7462	33.1287	51.2054	71.6098	34.4625	71.8339	34.9000	32.8398	29.2419	22.0676	32.5312	72.0075	17.7249	32.9464	70.7280	35.6213	33.7005	11.1705	71.4866	56.9053	15.0993	27.1038	33.1737	48.8022	42.0104	44.5849	38.4890	57.4276	28.4452	71.8791	25.6754	63.0186	71.0800	48.0712	22.9572	50.9887	52.4195	36.0784	39.6467	37.4245	38.0754	64.4134	4.1737	39.9961	25.4849
36.1428	23.6992	52.9974	0.0000	43.8723	15.1624	37.0052	19.5870	19.6845	4.3353	17.6931	23.3818	28.2003	11.0868	64.8991	29.8125	54.1531	46.0306	19.6220	19.5354	35.6367	33.7940	36.0370	19.6561	17.3635	17.1120	19.5331	14.2869	13.8376	2.5053	41.9599	18.8032	19.5107	7.6685	15.2212	37.4957	14.9733	41.9533	63.2963	5.3316	19.5080	16.7391	45.6934	19.4965	26.7842	8.6264	8.1514	35.5454	19.7332	19.6329	19.6637	19.7035	19.6881	11.7407	5.1931	19.7051	16.7279	5.1288	44.8589	2.3796	17.6204	18.7940	6.9554	2.0647	2.7647	19.6979	10.9966	13.5079	19.6544	19.7432	22.1774	22.7268	10.5142	33.3395	20.2343	19.7432	33.7487	27.1896	58.3476	9.9689	19.4330	43.3353	56.0163	10.4184	50.0626	19.6927	20.6961	39.2833	9.7024	4.5893	46.0342	18.3866	44.3497	27.6749	41.2850	12.4925	15.1277	25.7587	16.3184	34.3269	14.5764	25.0114	34.5823	14.7697	15.9040	24.6580	16.6235	19.7432	12.9294	25.4178	12.1607	17.1759	27.2955	40.9284	19.5758	19.7432	19.7432	16.2237	17.8549	14.4728	19.7432	16.1637	20.4909	16.8714	40.1570	35.2426	19.6939	6.2028	46.8943	8.0346	7.3619	18.9823	13.2606	15.3700	28.6819	28.2915	43.1704	51.7125	16.6127	8.1311	18.5000	17.6901	23.6612	18.8078	26.7358	31.5061	19.7432	21.9207	19.4507	19.6484	36.4468	40.8645	39.6666	19.6355	21.8557	20.9160	19.5870	22.6512	19.6695	19.0935	71.1912	36.6564	49.4665	28.2330	19.7432	35.2738	20.3315	19.4190	19.1504	21.6941	42.1641	19.5481	3.9200	38.2708	33.7759	22.5380	4.6090	12.8364	10.4575	19.3907	4.5561	41.9987	19.6879	30.2494	10.4770	19.4540	5.3022	30.2503	15.2341	16.5709	20.0786	13.9933	16.2713	16.9335	11.8118	48.9286	13.1777	34.7804
8.0749	20.1932	25.0710	43.8723	0.0000	28.8370	8.0022	63.3634	63.3993	47.0658	26.5821	21.8111	15.8034	54.8406	24.1073	40.0109	10.3753	4.3004	63.3764	63.3437	20.9050	19.5791	10.0232	63.3890	26.6358	60.8822	63.3428	57.9589	57.6508	46.3022	3.8822	62.6100	63.3340	51.2706	28.7748	7.8930	58.8063	2.1286	19.6416	39.9058	63.3329	36.9797	2.1822	63.3283	45.0232	35.9122	41.6179	10.1628	63.4169	63.3804	63.3917	63.4062	63.4006	55.4707	42.5765	63.4068	60.4305	39.6638	2.1812	46.0532	61.3322	25.5005	37.5880	45.6745	41.8741	63.4042	33.0856	30.7204	63.3883	63.4205	64.0970	23.0827	54.1225	16.7481	23.6393	63.4205	25.7753	16.8263	14.6888	34.3500	63.2867	1.9442	12.1469	34.4508	6.3392	63.4023	23.1912	5.6302	34.8157	47.6703	2.3666	62.1193	24.2151	23.9103	30.5170	31.4107	28.7485	18.3219	27.7875	9.5604	29.6583	19.1401	9.2982	29.2381	28.4667	19.3183	27.5298	63.4205	31.2242	18.5006	31.7439	26.9755	22.9159	6.8662	63.3592	63.4205	63.4205	27.9888	26.3920	29.7803	63.4205	28.0474	23.7885	27.5090	31.5023	23.4565	63.4028	49.6676	19.2564	36.2011	36.6057	24.8971	30.6559	28.5037	15.2275	18.0111	3.1990	33.7258	31.7901	38.8978	44.8434	26.4507	20.2746	25.0967	17.1696	36.9217	63.4205	41.3628	24.6162	63.3861	7.8622	3.8169	41.0373	63.3814	22.5363	52.2834	63.3634	21.2252	63.3939	32.6137	27.4115	7.7171	6.2621	15.7967	63.4205	21.0746	25.8360	63.2913	25.0469	22.4790	18.4943	63.3486	47.2192	17.7915	36.4551	21.5955	39.2800	31.0372	33.4652	24.6716	47.3520	3.6991	63.4006	15.2866	54.2337	63.3103	38.6204	20.1838	49.3845	51.2328	36.0137	30.4031	28.3535	27.0239	55.4940	22.1988	31.7976	9.5051
21.3263	8.6605	41.3134	15.1624	28.8370	0.0000	21.8430	34.5353	34.5640	18.2321	2.7195	10.3857	13.4641	26.0184	50.7701	28.0311	39.1778	30.8737	34.5449	34.5234	24.6041	22.2545	21.7513	34.5550	3.9042	32.2721	34.5230	29.1237	28.8392	17.5311	26.8057	33.7900	34.5191	22.4388	0.0643	22.9368	30.0014	26.9796	48.1584	11.1158	34.5187	16.3068	30.6001	34.5172	28.5999	8.3662	15.2113	21.2053	34.5803	34.5480	34.5574	34.5702	34.5652	26.6436	14.9932	34.5708	31.5957	10.8390	29.7391	17.2604	32.4976	3.7535	8.7718	16.8789	13.4888	34.5684	4.2488	2.0701	34.5545	34.5837	36.5787	10.5536	25.2871	20.7305	5.3466	34.5837	24.6373	12.0565	43.2169	5.5523	34.5837	28.2177	40.9568	7.7460	35.0948	34.5667	5.7002	24.1295	6.0750	18.8333	30.9504	33.2860	33.6907	17.6186	33.0837	2.7418	1.3090	10.6060	1.2462	19.3547	1.3009	9.8498	19.5409	0.4016	4.7912	9.5337	1.5965	34.5837	2.4437	10.3365	3.7595	2.0967	16.6247	26.5123	34.5325	34.5837	34.5837	1.4015	2.8333	1.4194	34.5837	1.3571	5.3782	2.2223	32.4953	25.1442	34.5671	21.1881	34.6421	7.3658	8.2397	4.3726	1.9715	1.7744	13.8083	15.0995	28.3693	42.6673	11.2816	12.2859	23.2836	4.6644	8.9885	3.7865	11.8925	27.7682	34.5837	23.1656	4.2884	34.5527	21.6534	25.7315	35.8788	34.5488	8.1946	29.3262	34.5353	7.8020	34.5592	14.6464	56.2312	21.5114	34.6009	13.0990	34.5837	24.3044	9.5760	34.5348	5.7507	7.6853	30.1441	34.5260	18.3861	26.2181	29.3382	8.3438	10.6663	2.8401	4.7110	4.2283	18.5183	26.8474	34.5651	16.3522	25.4134	34.5160	10.0802	18.6377	24.6204	26.4768	18.1770	4.9568	5.5557	3.4290	26.6616	37.1399	6.6375	20.0285
5.9333	13.4856	30.3537	37.0052	8.0022	21.8430	0.0000	56.2797	56.2750	39.9151	19.3807	16.8021	10.2044	47.7915	32.0487	37.9432	18.1168	9.0601	56.2769	56.2869	21.2595	19.1859	9.4947	56.2755	20.2595	54.1130	56.2873	50.8451	50.6252	39.3641	5.0386	55.5549	56.2923	44.1934	21.7841	8.0733	51.7944	6.9371	26.3879	32.7038	56.2930	32.4114	9.2212	56.2963	42.0177	29.5145	35.7158	9.1491	56.2753	56.2764	56.2753	56.2749	56.2749	48.4040	36.2905	56.2749	53.3158	32.5213	8.2032	39.0833	54.2172	18.2778	30.4441	38.7006	35.2266	56.2749	26.0444	23.5830	56.2755	56.2755	57.9947	18.2804	47.0152	15.9009	16.9657	56.2755	25.3795	9.8913	21.4823	27.2161	56.4227	6.7586	19.5135	28.2369	14.2238	56.2749	16.4383	2.4467	27.6263	40.5497	9.6217	55.0120	27.1889	21.4275	31.9006	24.5297	21.9666	11.2636	20.7022	4.9187	22.5076	11.9944	4.0840	22.2364	22.3367	12.4095	20.4101	56.2755	24.1299	11.7471	25.0864	19.8538	20.1596	10.4141	56.2809	56.2755	56.2755	20.8356	19.2053	22.6215	56.2755	20.8955	16.5593	20.2638	32.4934	23.6092	56.2749	42.9903	23.7529	29.1205	29.9255	18.3132	23.7564	21.8012	9.3662	14.4756	9.2794	37.2961	26.8144	32.8640	40.4280	20.2407	14.0781	18.2611	11.0890	35.4157	56.2755	37.6999	17.5548	56.2757	6.1380	4.2618	40.9354	56.2762	16.8185	47.6737	56.2797	14.7363	56.2751	28.3476	34.9562	1.2916	14.2642	8.8614	56.2755	21.2903	20.8487	56.3584	18.9661	16.5359	21.4543	56.2847	40.1463	19.2850	35.4864	15.6665	32.4836	24.2961	26.5496	17.6147	40.2003	5.1113	56.2749	11.8675	47.1910	56.3146	31.8674	18.2931	44.1621	46.0475	32.0966	24.1911	22.3840	20.5733	48.4039	26.8387	25.7767	6.5856
55.7067	43.1704	71.6098	19.5870	63.3634	34.5353	56.2797	0.0000	0.6599	16.3682	36.9039	42.8986	47.7656	8.5257	84.4074	43.9653	73.6814	65.3380	0.2537	0.4286	54.3533	52.7463	55.6148	0.4819	36.9477	5.1589	0.4493	5.4422	5.7534	17.1074	61.2859	0.8671	0.6667	12.0973	34.5969	57.0826	4.6527	61.4768	82.6561	23.5837	0.6949	33.1525	65.1346	0.8182	38.6523	28.0459	24.5019	55.1273	0.9443	0.3289	0.5305	0.7732	0.6815	7.8927	22.2542	0.7826	2.9903	23.7592	64.2651	17.3306	2.1075	38.0052	25.8375	17.7054	21.8935	0.7403	30.2908	32.7093	0.4709	1.0000	13.2857	42.1526	9.2646	52.6199	39.7407	1.0000	51.7524	46.5870	77.7270	29.0712	3.3478	62.7456	75.4911	29.7613	69.5927	0.7093	40.1749	58.6153	28.6534	15.7301	65.4857	1.3114	62.6474	46.3873	58.4149	31.9580	34.6341	45.1210	35.6196	53.8449	33.7829	44.3390	54.0651	34.1351	35.4615	44.0684	35.8965	1.0000	32.1785	44.8666	31.7355	36.4536	46.2165	60.5104	0.0870	1.0000	1.0000	35.4577	37.0827	33.6665	1.0000	35.3981	39.7259	36.0159	57.0408	53.6006	0.7167	14.4852	65.8475	27.1851	26.9468	38.5227	32.7091	34.9064	48.2227	47.7683	62.7423	68.9050	35.0978	26.2621	30.4046	37.2760	43.2225	38.2670	46.2791	46.7601	1.0000	35.5968	38.7912	0.4318	56.0150	60.2500	54.0262	0.3464	41.4359	27.4200	0.0000	42.1795	0.5671	36.7713	90.7306	56.0197	69.0294	47.6280	1.0000	53.9784	39.6333	2.3333	38.7355	41.2811	61.1002	0.3158	16.1503	57.2915	49.2104	42.1243	24.1932	32.3790	29.9017	38.7338	16.0837	61.3362	0.6805	49.8060	9.1342	1.3810	24.8890	49.3292	23.6650	23.3108	36.3260	33.5325	35.7896	36.5131	7.8775	67.6535	32.5603	54.3530
55.7715	43.2091	71.8709	19.6845	63.3993	34.5640	56.2750	0.6599	0.0000	16.3612	36.9075	43.0308	47.8331	8.5994	84.5476	44.4057	73.7274	65.3347	0.4061	1.0884	54.5968	52.9668	55.7214	0.1780	37.0325	5.7499	1.1091	5.4404	5.8966	17.1937	61.2873	1.3412	1.3265	12.1315	34.6260	57.1711	4.8550	61.5232	82.6576	23.5714	1.3548	33.4847	65.1574	1.4780	39.1416	28.1869	24.7840	55.2298	0.2844	0.3310	0.1293	0.1134	0.0217	7.9516	22.4862	0.1227	2.9694	23.7639	64.2805	17.4027	2.0689	38.0073	25.8432	17.7743	22.0374	0.0804	30.3165	32.7193	0.1890	0.3401	13.9456	42.3052	9.2770	52.8012	39.7903	0.3401	52.0451	46.6085	77.7334	29.0806	4.0077	62.7623	75.5200	29.9152	69.6400	0.0494	40.2174	58.6188	28.6516	15.7372	65.5108	1.3020	62.9288	46.6246	58.7622	32.0057	34.6876	45.1373	35.6366	53.8915	33.7912	44.3503	54.1016	34.1633	35.5780	44.0940	35.9094	0.3401	32.1949	44.8993	31.8145	36.4663	46.4353	60.6127	0.7468	0.3401	0.3401	35.4664	37.0882	33.6737	0.3401	35.4069	39.7287	36.0134	57.3987	53.8715	0.0568	14.7194	66.0742	27.2052	27.0463	38.5831	32.7527	34.9679	48.2790	47.9123	62.8110	69.2568	35.3351	26.4874	30.8613	37.3733	43.2892	38.3067	46.3371	47.1701	0.3401	36.0287	38.8098	0.2280	56.0823	60.2625	54.4764	0.3135	41.5402	27.9758	0.6599	42.2340	0.0928	37.0590	90.7791	56.0299	69.0916	47.6484	0.3401	54.2226	39.8039	2.9932	38.8340	41.3729	61.3268	0.9757	16.1806	57.5074	49.6179	42.2116	24.2839	32.4445	29.9488	38.7528	16.0757	61.3395	0.0206	49.9252	9.2094	2.0408	24.9856	49.5342	24.1549	23.8339	36.6755	33.6548	35.9189	36.5933	7.9095	67.9032	32.7127	54.4234
39.5139	26.8904	57.1692	4.3353	47.0658	18.2321	39.9151	16.3682	16.3612	0.0000	20.5467	27.1885	31.5949	7.9384	68.6236	33.9632	57.4100	48.9745	16.3623	16.3869	39.8161	37.9137	39.6497	16.3605	20.9098	14.8288	16.3881	10.9303	10.7794	2.5000	44.9262	15.6574	16.4022	4.3414	18.2947	41.0048	11.9581	45.2108	66.2965	7.2157	16.4042	21.0133	48.8060	16.4137	30.6024	12.7088	12.2330	39.1368	16.3664	16.3614	16.3605	16.3627	16.3614	8.5223	9.2516	16.3628	13.4006	7.4062	47.9232	2.2580	14.3021	21.6462	9.4852	2.3941	7.0990	16.3622	13.9841	16.3620	16.3605	16.3680	21.3958	26.6451	7.1056	37.3184	23.5047	16.3680	38.0412	30.2586	61.3724	12.7242	16.8074	46.4060	59.1743	14.5240	53.3266	16.3617	23.9109	42.2576	12.2904	0.7182	49.1618	15.0970	48.5900	31.8788	45.6163	15.7337	18.4279	28.7826	19.2852	37.5834	17.4327	27.9919	37.7718	17.8307	19.6849	27.7503	19.5536	16.3680	15.8445	28.5670	15.6969	20.1102	31.4471	44.5070	16.3711	16.3680	16.3680	19.1077	20.7278	17.3145	16.3680	19.0483	23.3676	19.6524	44.4920	39.4901	16.3618	6.0011	50.9841	10.8664	11.1635	22.3382	16.4638	18.7396	32.0023	32.1291	46.5601	56.0373	20.9040	12.4611	22.1361	21.3241	27.0573	21.9956	30.0681	35.7667	16.3680	25.9307	22.4589	16.3606	39.8325	43.9038	43.8832	16.3612	25.5087	23.5461	16.3682	25.9599	16.3606	23.4277	74.4633	39.6703	52.8162	31.2971	16.3680	39.4569	24.3583	16.6044	22.7825	25.2667	46.2684	16.3809	0.9409	42.3550	38.0563	26.0778	8.4101	16.2471	13.6830	22.4024	0.2862	44.9783	16.3614	33.9486	7.3559	16.4685	9.1438	34.3364	17.9268	18.9621	24.3623	17.8369	20.1278	20.4480	8.5012	53.0801	17.2155	38.1868
